"Age Group","Mechanism","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"40 to 44","Other specified and classifiable","2023","Colorado","--","415,754","--","--","--"
"40 to 44","Other specified and classifiable","2023","Connecticut","--","228,909","--","--","--"
"40 to 44","Other specified and classifiable","2023","Florida","--","1,419,495","--","--","--"
"40 to 44","Other specified and classifiable","2023","Illinois","--","834,813","--","--","--"
"40 to 44","Other specified and classifiable","2023","Indiana","--","436,801","--","--","--"
"40 to 44","Other specified and classifiable","2023","Kansas","--","189,883","--","--","--"
"40 to 44","Other specified and classifiable","2023","Kentucky","--","286,815","--","--","--"
"40 to 44","Other specified and classifiable","2023","Maryland","--","418,024","--","--","--"
"40 to 44","Other specified and classifiable","2023","Massachusetts","--","443,717","--","--","--"
"40 to 44","Other specified and classifiable","2023","Michigan","--","610,010","--","--","--"
"40 to 44","Other specified and classifiable","2023","Minnesota","--","388,578","--","--","--"
"40 to 44","Other specified and classifiable","2023","Missouri","--","398,042","--","--","--"
"40 to 44","Other specified and classifiable","2023","Montana","--","73,788","--","--","--"
"40 to 44","Other specified and classifiable","2023","New Jersey","--","614,555","--","--","--"
"40 to 44","Other specified and classifiable","2023","New York","--","1,232,398","--","--","--"
"40 to 44","Other specified and classifiable","2023","North Carolina","--","684,383","--","--","--"
"40 to 44","Other specified and classifiable","2023","Ohio","--","734,546","--","--","--"
"40 to 44","Other specified and classifiable","2023","Oklahoma","--","266,833","--","--","--"
"40 to 44","Other specified and classifiable","2023","Oregon","--","295,933","--","--","--"
"40 to 44","Other specified and classifiable","2023","Pennsylvania","--","801,396","--","--","--"
"40 to 44","Other specified and classifiable","2023","Tennessee","--","451,970","--","--","--"
"40 to 44","Other specified and classifiable","2023","Texas","--","2,120,407","--","--","--"
"40 to 44","Other specified and classifiable","2023","Utah","--","238,741","--","--","--"
"40 to 44","Other specified and classifiable","2023","Virginia","--","586,654","--","--","--"
"40 to 44","Other specified and classifiable","2023","Washington","--","545,829","--","--","--"
"40 to 44","Other specified and classifiable","2023","West Virginia","--","109,115","--","--","--"
"40 to 44","Other specified and classifiable","2023","Wisconsin","--","378,078","--","--","--"
"40 to 44","Other specified / NEC","2023","California","10**","2,648,821","0.38**","--","229"
"40 to 44","Other specified / NEC","2023","Florida","--","1,419,495","--","--","--"
"40 to 44","Other specified / NEC","2023","Georgia","--","734,303","--","--","--"
"40 to 44","Other specified / NEC","2023","Idaho","--","129,511","--","--","--"
"40 to 44","Other specified / NEC","2023","Illinois","--","834,813","--","--","--"
"40 to 44","Other specified / NEC","2023","Indiana","--","436,801","--","--","--"
"40 to 44","Other specified / NEC","2023","Kansas","--","189,883","--","--","--"
"40 to 44","Other specified / NEC","2023","Louisiana","--","301,747","--","--","--"
"40 to 44","Other specified / NEC","2023","Maryland","--","418,024","--","--","--"
"40 to 44","Other specified / NEC","2023","Michigan","--","610,010","--","--","--"
"40 to 44","Other specified / NEC","2023","Minnesota","--","388,578","--","--","--"
"40 to 44","Other specified / NEC","2023","Mississippi","--","185,635","--","--","--"
"40 to 44","Other specified / NEC","2023","Missouri","--","398,042","--","--","--"
"40 to 44","Other specified / NEC","2023","Montana","--","73,788","--","--","--"
"40 to 44","Other specified / NEC","2023","New Mexico","--","133,757","--","--","--"
"40 to 44","Other specified / NEC","2023","New York","--","1,232,398","--","--","--"
"40 to 44","Other specified / NEC","2023","North Carolina","--","684,383","--","--","--"
"40 to 44","Other specified / NEC","2023","Ohio","--","734,546","--","--","--"
"40 to 44","Other specified / NEC","2023","Oklahoma","--","266,833","--","--","--"
"40 to 44","Other specified / NEC","2023","Oregon","--","295,933","--","--","--"
"40 to 44","Other specified / NEC","2023","Pennsylvania","--","801,396","--","--","--"
"40 to 44","Other specified / NEC","2023","South Carolina","--","333,116","--","--","--"
"40 to 44","Other specified / NEC","2023","South Dakota","--","57,925","--","--","--"
"40 to 44","Other specified / NEC","2023","Tennessee","--","451,970","--","--","--"
"40 to 44","Other specified / NEC","2023","Texas","--","2,120,407","--","--","--"
"40 to 44","Other specified / NEC","2023","Virginia","--","586,654","--","--","--"
"40 to 44","Other specified / NEC","2023","Wisconsin","--","378,078","--","--","--"
"40 to 44","Unspecified","2023","Alabama","--","315,601","--","--","--"
"40 to 44","Unspecified","2023","Alaska","--","49,940","--","--","--"
"40 to 44","Unspecified","2023","Arizona","--","464,932","--","--","--"
"40 to 44","Unspecified","2023","California","--","2,648,821","--","--","--"
"40 to 44","Unspecified","2023","Colorado","--","415,754","--","--","--"
"40 to 44","Unspecified","2023","Connecticut","--","228,909","--","--","--"
"40 to 44","Unspecified","2023","District of Columbia","--","50,656","--","--","--"
"40 to 44","Unspecified","2023","Florida","--","1,419,495","--","--","--"
"40 to 44","Unspecified","2023","Georgia","--","734,303","--","--","--"
"40 to 44","Unspecified","2023","Idaho","--","129,511","--","--","--"
"40 to 44","Unspecified","2023","Illinois","--","834,813","--","--","--"
"40 to 44","Unspecified","2023","Indiana","--","436,801","--","--","--"
"40 to 44","Unspecified","2023","Kansas","--","189,883","--","--","--"
"40 to 44","Unspecified","2023","Kentucky","--","286,815","--","--","--"
"40 to 44","Unspecified","2023","Louisiana","--","301,747","--","--","--"
"40 to 44","Unspecified","2023","Maryland","--","418,024","--","--","--"
"40 to 44","Unspecified","2023","Massachusetts","--","443,717","--","--","--"
"40 to 44","Unspecified","2023","Michigan","--","610,010","--","--","--"
"40 to 44","Unspecified","2023","Minnesota","--","388,578","--","--","--"
"40 to 44","Unspecified","2023","Mississippi","--","185,635","--","--","--"
"40 to 44","Unspecified","2023","Missouri","--","398,042","--","--","--"
"40 to 44","Unspecified","2023","Nevada","--","217,830","--","--","--"
"40 to 44","Unspecified","2023","New Jersey","--","614,555","--","--","--"
"40 to 44","Unspecified","2023","New Mexico","--","133,757","--","--","--"
"40 to 44","Unspecified","2023","New York","--","1,232,398","--","--","--"
"40 to 44","Unspecified","2023","North Carolina","--","684,383","--","--","--"
"40 to 44","Unspecified","2023","Ohio","--","734,546","--","--","--"
"40 to 44","Unspecified","2023","Oklahoma","--","266,833","--","--","--"
"40 to 44","Unspecified","2023","Pennsylvania","--","801,396","--","--","--"
"40 to 44","Unspecified","2023","South Carolina","--","333,116","--","--","--"
"40 to 44","Unspecified","2023","Tennessee","--","451,970","--","--","--"
"40 to 44","Unspecified","2023","Texas","10**","2,120,407","0.47**","--","235"
"40 to 44","Unspecified","2023","Utah","--","238,741","--","--","--"
"40 to 44","Unspecified","2023","Virginia","--","586,654","--","--","--"
"40 to 44","Unspecified","2023","Washington","--","545,829","--","--","--"
"40 to 44","Unspecified","2023","West Virginia","--","109,115","--","--","--"
"40 to 44","Unspecified","2023","Wisconsin","--","378,078","--","--","--"
"45 to 49","Cut/Pierce","2023","Alabama","--","297,326","--","--","--"
"45 to 49","Cut/Pierce","2023","Alaska","--","41,147","--","--","--"
"45 to 49","Cut/Pierce","2023","Arizona","--","422,717","--","--","--"
"45 to 49","Cut/Pierce","2023","Arkansas","--","178,012","--","--","--"
"45 to 49","Cut/Pierce","2023","California","35","2,399,835","1.46","--","616"
"45 to 49","Cut/Pierce","2023","Colorado","--","358,387","--","--","--"
"45 to 49","Cut/Pierce","2023","Connecticut","--","210,545","--","--","--"
"45 to 49","Cut/Pierce","2023","District of Columbia","--","37,308","--","--","--"
"45 to 49","Cut/Pierce","2023","Florida","15**","1,332,212","1.13**","--","269"
"45 to 49","Cut/Pierce","2023","Georgia","--","681,594","--","--","--"
"45 to 49","Cut/Pierce","2023","Idaho","--","114,584","--","--","--"
"45 to 49","Cut/Pierce","2023","Illinois","--","763,824","--","--","--"
"45 to 49","Cut/Pierce","2023","Indiana","--","400,437","--","--","--"
"45 to 49","Cut/Pierce","2023","Kansas","--","165,103","--","--","--"
"45 to 49","Cut/Pierce","2023","Kentucky","--","270,232","--","--","--"
"45 to 49","Cut/Pierce","2023","Louisiana","--","259,992","--","--","--"
"45 to 49","Cut/Pierce","2023","Maine","--","77,974","--","--","--"
"45 to 49","Cut/Pierce","2023","Maryland","--","371,202","--","--","--"
"45 to 49","Cut/Pierce","2023","Massachusetts","--","404,876","--","--","--"
"45 to 49","Cut/Pierce","2023","Michigan","13**","565,577","2.30**","--","238"
"45 to 49","Cut/Pierce","2023","Minnesota","--","327,911","--","--","--"
"45 to 49","Cut/Pierce","2023","Mississippi","--","171,209","--","--","--"
"45 to 49","Cut/Pierce","2023","Missouri","--","352,185","--","--","--"
"45 to 49","Cut/Pierce","2023","Nebraska","--","111,050","--","--","--"
"45 to 49","Cut/Pierce","2023","Nevada","--","194,701","--","--","--"
"45 to 49","Cut/Pierce","2023","New Jersey","--","576,765","--","--","--"
"45 to 49","Cut/Pierce","2023","New Mexico","--","117,056","--","--","--"
"45 to 49","Cut/Pierce","2023","New York","11**","1,137,770","0.97**","--","201"
"45 to 49","Cut/Pierce","2023","North Carolina","--","650,274","--","--","--"
"45 to 49","Cut/Pierce","2023","Ohio","--","669,666","--","--","--"
"45 to 49","Cut/Pierce","2023","Oklahoma","--","230,784","--","--","--"
"45 to 49","Cut/Pierce","2023","Oregon","--","262,870","--","--","--"
"45 to 49","Cut/Pierce","2023","Pennsylvania","--","724,137","--","--","--"
"45 to 49","Cut/Pierce","2023","South Carolina","--","307,397","--","--","--"
"45 to 49","Cut/Pierce","2023","South Dakota","--","49,123","--","--","--"
"45 to 49","Cut/Pierce","2023","Tennessee","--","422,197","--","--","--"
"45 to 49","Cut/Pierce","2023","Texas","12**","1,889,295","0.64**","--","206"
"45 to 49","Cut/Pierce","2023","Virginia","--","525,351","--","--","--"
"45 to 49","Cut/Pierce","2023","Washington","--","464,287","--","--","--"
"45 to 49","Cut/Pierce","2023","West Virginia","--","107,101","--","--","--"
"45 to 49","Cut/Pierce","2023","Wisconsin","--","335,758","--","--","--"
"45 to 49","Cut/Pierce","2023","Wyoming","--","33,593","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Alabama","--","297,326","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","California","--","2,399,835","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Colorado","--","358,387","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Florida","--","1,332,212","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Georgia","--","681,594","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Illinois","--","763,824","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Kentucky","--","270,232","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Louisiana","--","259,992","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Massachusetts","--","404,876","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Michigan","--","565,577","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Minnesota","--","327,911","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","New Hampshire","--","77,591","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","New York","--","1,137,770","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Pennsylvania","--","724,137","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Tennessee","--","422,197","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Texas","--","1,889,295","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Virginia","--","525,351","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Washington","--","464,287","--","--","--"
"45 to 49","Drowning (includes water transport)","2023","Wisconsin","--","335,758","--","--","--"
"45 to 49","Fall","2023","Alabama","--","297,326","--","--","--"
"45 to 49","Fall","2023","Arizona","--","422,717","--","--","--"
"45 to 49","Fall","2023","Arkansas","--","178,012","--","--","--"
"45 to 49","Fall","2023","California","10**","2,399,835","0.42**","--","179"
"45 to 49","Fall","2023","Colorado","--","358,387","--","--","--"
"45 to 49","Fall","2023","Connecticut","--","210,545","--","--","--"
"45 to 49","Fall","2023","Florida","--","1,332,212","--","--","--"
"45 to 49","Fall","2023","Hawaii","--","83,384","--","--","--"
"45 to 49","Fall","2023","Illinois","--","763,824","--","--","--"
"45 to 49","Fall","2023","Indiana","--","400,437","--","--","--"
"45 to 49","Fall","2023","Kansas","--","165,103","--","--","--"
"45 to 49","Fall","2023","Kentucky","--","270,232","--","--","--"
"45 to 49","Fall","2023","Maryland","--","371,202","--","--","--"
"45 to 49","Fall","2023","Massachusetts","--","404,876","--","--","--"
"45 to 49","Fall","2023","Michigan","--","565,577","--","--","--"
"45 to 49","Fall","2023","Minnesota","--","327,911","--","--","--"
"45 to 49","Fall","2023","New Jersey","--","576,765","--","--","--"
"45 to 49","Fall","2023","New Mexico","--","117,056","--","--","--"
"45 to 49","Fall","2023","New York","12**","1,137,770","1.06**","--","217"
"45 to 49","Fall","2023","North Carolina","--","650,274","--","--","--"
"45 to 49","Fall","2023","Ohio","--","669,666","--","--","--"
"45 to 49","Fall","2023","Oregon","--","262,870","--","--","--"
"45 to 49","Fall","2023","Pennsylvania","--","724,137","--","--","--"
"45 to 49","Fall","2023","Tennessee","--","422,197","--","--","--"
"45 to 49","Fall","2023","Texas","--","1,889,295","--","--","--"
"45 to 49","Fall","2023","Utah","--","208,118","--","--","--"
"45 to 49","Fall","2023","Virginia","--","525,351","--","--","--"
"45 to 49","Fall","2023","Washington","--","464,287","--","--","--"
"45 to 49","Fall","2023","Wisconsin","--","335,758","--","--","--"
"45 to 49","Fire/Flame","2023","California","--","2,399,835","--","--","--"
"45 to 49","Fire/Flame","2023","Florida","--","1,332,212","--","--","--"
"45 to 49","Fire/Flame","2023","Georgia","--","681,594","--","--","--"
"45 to 49","Fire/Flame","2023","Kansas","--","165,103","--","--","--"
"45 to 49","Fire/Flame","2023","Louisiana","--","259,992","--","--","--"
"45 to 49","Fire/Flame","2023","Maryland","--","371,202","--","--","--"
"45 to 49","Fire/Flame","2023","Nevada","--","194,701","--","--","--"
"45 to 49","Fire/Flame","2023","New Hampshire","--","77,591","--","--","--"
"45 to 49","Fire/Flame","2023","New Jersey","--","576,765","--","--","--"
"45 to 49","Fire/Flame","2023","New Mexico","--","117,056","--","--","--"
"45 to 49","Fire/Flame","2023","New York","--","1,137,770","--","--","--"
"45 to 49","Fire/Flame","2023","North Carolina","--","650,274","--","--","--"
"45 to 49","Fire/Flame","2023","Ohio","--","669,666","--","--","--"
"45 to 49","Fire/Flame","2023","Oregon","--","262,870","--","--","--"
"45 to 49","Fire/Flame","2023","Pennsylvania","--","724,137","--","--","--"
"45 to 49","Fire/Flame","2023","Texas","--","1,889,295","--","--","--"
"45 to 49","Fire/Flame","2023","Virginia","--","525,351","--","--","--"
"45 to 49","Fire/Flame","2023","Washington","--","464,287","--","--","--"
"45 to 49","Fire/Flame","2023","West Virginia","--","107,101","--","--","--"
"45 to 49","Fire/Flame","2023","Wisconsin","--","335,758","--","--","--"
"45 to 49","Firearm","2023","Alabama","91","297,326","30.61","--","1,635"
"45 to 49","Firearm","2023","Alaska","--","41,147","--","--","--"
"45 to 49","Firearm","2023","Arizona","96","422,717","22.71","--","1,736"
"45 to 49","Firearm","2023","Arkansas","42","178,012","23.59","--","746"
"45 to 49","Firearm","2023","California","172","2,399,835","7.17","--","3,130"
"45 to 49","Firearm","2023","Colorado","71","358,387","19.81","--","1,283"
"45 to 49","Firearm","2023","Connecticut","12**","210,545","5.70**","--","214"
"45 to 49","Firearm","2023","Delaware","--","54,848","--","--","--"
"45 to 49","Firearm","2023","District of Columbia","--","37,308","--","--","--"
"45 to 49","Firearm","2023","Florida","204","1,332,212","15.31","--","3,713"
"45 to 49","Firearm","2023","Georgia","123","681,594","18.05","--","2,226"
"45 to 49","Firearm","2023","Hawaii","--","83,384","--","--","--"
"45 to 49","Firearm","2023","Idaho","31","114,584","27.05","--","573"
"45 to 49","Firearm","2023","Illinois","98","763,824","12.83","--","1,781"
"45 to 49","Firearm","2023","Indiana","93","400,437","23.23","--","1,685"
"45 to 49","Firearm","2023","Iowa","30","179,488","16.71","--","537"
"45 to 49","Firearm","2023","Kansas","34","165,103","20.59","--","614"
"45 to 49","Firearm","2023","Kentucky","62","270,232","22.94","--","1,119"
"45 to 49","Firearm","2023","Louisiana","73","259,992","28.08","--","1,320"
"45 to 49","Firearm","2023","Maine","11**","77,974","14.11**","--","196"
"45 to 49","Firearm","2023","Maryland","42","371,202","11.32","--","760"
"45 to 49","Firearm","2023","Massachusetts","16**","404,876","3.95**","--","286"
"45 to 49","Firearm","2023","Michigan","89","565,577","15.74","--","1,563"
"45 to 49","Firearm","2023","Minnesota","30","327,911","9.15","--","529"
"45 to 49","Firearm","2023","Mississippi","57","171,209","33.29","--","1,043"
"45 to 49","Firearm","2023","Missouri","75","352,185","21.30","--","1,365"
"45 to 49","Firearm","2023","Montana","20**","63,311","31.59**","--","364"
"45 to 49","Firearm","2023","Nebraska","14**","111,050","12.61**","--","259"
"45 to 49","Firearm","2023","Nevada","32","194,701","16.44","--","584"
"45 to 49","Firearm","2023","New Hampshire","11**","77,591","14.18**","--","207"
"45 to 49","Firearm","2023","New Jersey","30","576,765","5.20","--","551"
"45 to 49","Firearm","2023","New Mexico","23","117,056","19.65","--","428"
"45 to 49","Firearm","2023","New York","55","1,137,770","4.83","--","984"
"45 to 49","Firearm","2023","North Carolina","118","650,274","18.15","--","2,124"
"45 to 49","Firearm","2023","North Dakota","--","40,130","--","--","--"
"45 to 49","Firearm","2023","Ohio","108","669,666","16.13","--","1,952"
"45 to 49","Firearm","2023","Oklahoma","53","230,784","22.97","--","951"
"45 to 49","Firearm","2023","Oregon","35","262,870","13.32","--","633"
"45 to 49","Firearm","2023","Pennsylvania","112","724,137","15.47","--","2,020"
"45 to 49","Firearm","2023","Rhode Island","--","60,486","--","--","--"
"45 to 49","Firearm","2023","South Carolina","70","307,397","22.77","--","1,252"
"45 to 49","Firearm","2023","South Dakota","--","49,123","--","--","--"
"45 to 49","Firearm","2023","Tennessee","100","422,197","23.69","--","1,782"
"45 to 49","Firearm","2023","Texas","311","1,889,295","16.46","--","5,623"
"45 to 49","Firearm","2023","Utah","37","208,118","17.78","--","665"
"45 to 49","Firearm","2023","Vermont","--","36,290","--","--","--"
"45 to 49","Firearm","2023","Virginia","79","525,351","15.04","--","1,415"
"45 to 49","Firearm","2023","Washington","71","464,287","15.29","--","1,294"
"45 to 49","Firearm","2023","West Virginia","21","107,101","19.61","--","381"
"45 to 49","Firearm","2023","Wisconsin","45","335,758","13.40","--","816"
"45 to 49","Firearm","2023","Wyoming","10**","33,593","29.77**","--","184"
"45 to 49","Drug Poisoning","2023","Alabama","--","297,326","--","--","--"
"45 to 49","Drug Poisoning","2023","Alaska","--","41,147","--","--","--"
"45 to 49","Drug Poisoning","2023","Arizona","11**","422,717","2.60**","--","197"
"45 to 49","Drug Poisoning","2023","Arkansas","--","178,012","--","--","--"
"45 to 49","Drug Poisoning","2023","California","36","2,399,835","1.50","--","648"
"45 to 49","Drug Poisoning","2023","Colorado","17**","358,387","4.74**","--","302"
"45 to 49","Drug Poisoning","2023","Connecticut","--","210,545","--","--","--"
"45 to 49","Drug Poisoning","2023","Delaware","--","54,848","--","--","--"
"45 to 49","Drug Poisoning","2023","Florida","36","1,332,212","2.70","--","649"
"45 to 49","Drug Poisoning","2023","Georgia","12**","681,594","1.76**","--","211"
"45 to 49","Drug Poisoning","2023","Hawaii","--","83,384","--","--","--"
"45 to 49","Drug Poisoning","2023","Idaho","--","114,584","--","--","--"
"45 to 49","Drug Poisoning","2023","Illinois","11**","763,824","1.44**","--","199"
"45 to 49","Drug Poisoning","2023","Indiana","10**","400,437","2.50**","--","176"
"45 to 49","Drug Poisoning","2023","Iowa","--","179,488","--","--","--"
"45 to 49","Drug Poisoning","2023","Kansas","--","165,103","--","--","--"
"45 to 49","Drug Poisoning","2023","Kentucky","--","270,232","--","--","--"
"45 to 49","Drug Poisoning","2023","Louisiana","--","259,992","--","--","--"
"45 to 49","Drug Poisoning","2023","Maine","--","77,974","--","--","--"
"45 to 49","Drug Poisoning","2023","Maryland","--","371,202","--","--","--"
"45 to 49","Drug Poisoning","2023","Massachusetts","--","404,876","--","--","--"
"45 to 49","Drug Poisoning","2023","Michigan","12**","565,577","2.12**","--","223"
"45 to 49","Drug Poisoning","2023","Minnesota","12**","327,911","3.66**","--","220"
"45 to 49","Drug Poisoning","2023","Mississippi","--","171,209","--","--","--"
"45 to 49","Drug Poisoning","2023","Missouri","--","352,185","--","--","--"
"45 to 49","Drug Poisoning","2023","Montana","--","63,311","--","--","--"
"45 to 49","Drug Poisoning","2023","Nebraska","--","111,050","--","--","--"
"45 to 49","Drug Poisoning","2023","Nevada","--","194,701","--","--","--"
"45 to 49","Drug Poisoning","2023","New Jersey","--","576,765","--","--","--"
"45 to 49","Drug Poisoning","2023","New Mexico","--","117,056","--","--","--"
"45 to 49","Drug Poisoning","2023","New York","16**","1,137,770","1.41**","--","282"
"45 to 49","Drug Poisoning","2023","North Carolina","13**","650,274","2.00**","--","229"
"45 to 49","Drug Poisoning","2023","North Dakota","--","40,130","--","--","--"
"45 to 49","Drug Poisoning","2023","Ohio","18**","669,666","2.69**","--","324"
"45 to 49","Drug Poisoning","2023","Oklahoma","--","230,784","--","--","--"
"45 to 49","Drug Poisoning","2023","Oregon","--","262,870","--","--","--"
"45 to 49","Drug Poisoning","2023","Pennsylvania","27","724,137","3.73","--","484"
"45 to 49","Drug Poisoning","2023","Rhode Island","--","60,486","--","--","--"
"45 to 49","Drug Poisoning","2023","South Carolina","--","307,397","--","--","--"
"45 to 49","Drug Poisoning","2023","South Dakota","--","49,123","--","--","--"
"45 to 49","Drug Poisoning","2023","Tennessee","--","422,197","--","--","--"
"45 to 49","Drug Poisoning","2023","Texas","23","1,889,295","1.22","--","419"
"45 to 49","Drug Poisoning","2023","Utah","14**","208,118","6.73**","--","255"
"45 to 49","Drug Poisoning","2023","Vermont","--","36,290","--","--","--"
"45 to 49","Drug Poisoning","2023","Virginia","16**","525,351","3.05**","--","304"
"45 to 49","Drug Poisoning","2023","Washington","11**","464,287","2.37**","--","188"
"45 to 49","Drug Poisoning","2023","West Virginia","--","107,101","--","--","--"
"45 to 49","Drug Poisoning","2023","Wisconsin","--","335,758","--","--","--"
"45 to 49","Drug Poisoning","2023","Wyoming","--","33,593","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Alabama","--","297,326","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Arizona","--","422,717","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","California","--","2,399,835","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Colorado","--","358,387","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Connecticut","--","210,545","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Delaware","--","54,848","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Florida","--","1,332,212","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Georgia","--","681,594","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Idaho","--","114,584","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Illinois","--","763,824","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Indiana","--","400,437","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Kansas","--","165,103","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Louisiana","--","259,992","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Maine","--","77,974","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Maryland","--","371,202","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Massachusetts","--","404,876","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Michigan","--","565,577","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Minnesota","--","327,911","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Mississippi","--","171,209","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Missouri","--","352,185","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Montana","--","63,311","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Nebraska","--","111,050","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Nevada","--","194,701","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","New Hampshire","--","77,591","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","New Mexico","--","117,056","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","New York","--","1,137,770","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","North Carolina","--","650,274","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","North Dakota","--","40,130","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Ohio","--","669,666","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Oklahoma","--","230,784","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Pennsylvania","--","724,137","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Rhode Island","--","60,486","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","South Carolina","--","307,397","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Tennessee","--","422,197","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Texas","--","1,889,295","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Utah","--","208,118","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Virginia","--","525,351","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Washington","--","464,287","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Wisconsin","--","335,758","--","--","--"
"45 to 49","Non-Drug Poisoning","2023","Wyoming","--","33,593","--","--","--"
"45 to 49","Struck by / against","2023","Arkansas","--","178,012","--","--","--"
"45 to 49","Struck by / against","2023","California","--","2,399,835","--","--","--"
"45 to 49","Struck by / against","2023","District of Columbia","--","37,308","--","--","--"
"45 to 49","Struck by / against","2023","Georgia","--","681,594","--","--","--"
"45 to 49","Struck by / against","2023","Illinois","--","763,824","--","--","--"
"45 to 49","Struck by / against","2023","Kentucky","--","270,232","--","--","--"
"45 to 49","Struck by / against","2023","Massachusetts","--","404,876","--","--","--"
"45 to 49","Struck by / against","2023","Missouri","--","352,185","--","--","--"
"45 to 49","Struck by / against","2023","Montana","--","63,311","--","--","--"
"45 to 49","Struck by / against","2023","New Jersey","--","576,765","--","--","--"
"45 to 49","Struck by / against","2023","New York","--","1,137,770","--","--","--"
"45 to 49","Struck by / against","2023","Pennsylvania","--","724,137","--","--","--"
"45 to 49","Struck by / against","2023","Texas","--","1,889,295","--","--","--"
"45 to 49","Suffocation","2023","Alabama","23","297,326","7.74","--","410"
"45 to 49","Suffocation","2023","Alaska","--","41,147","--","--","--"
"45 to 49","Suffocation","2023","Arizona","22","422,717","5.20","--","411"
"45 to 49","Suffocation","2023","Arkansas","11**","178,012","6.18**","--","206"
"45 to 49","Suffocation","2023","California","124","2,399,835","5.17","--","2,246"
"45 to 49","Suffocation","2023","Colorado","27","358,387","7.53","--","489"
"45 to 49","Suffocation","2023","Connecticut","--","210,545","--","--","--"
"45 to 49","Suffocation","2023","Delaware","--","54,848","--","--","--"
"45 to 49","Suffocation","2023","District of Columbia","--","37,308","--","--","--"
"45 to 49","Suffocation","2023","Florida","71","1,332,212","5.33","--","1,279"
"45 to 49","Suffocation","2023","Georgia","44","681,594","6.46","--","799"
"45 to 49","Suffocation","2023","Hawaii","10**","83,384","11.99**","--","181"
"45 to 49","Suffocation","2023","Idaho","--","114,584","--","--","--"
"45 to 49","Suffocation","2023","Illinois","43","763,824","5.63","--","774"
"45 to 49","Suffocation","2023","Indiana","21","400,437","5.24","--","384"
"45 to 49","Suffocation","2023","Iowa","16**","179,488","8.91**","--","287"
"45 to 49","Suffocation","2023","Kansas","15**","165,103","9.09**","--","274"
"45 to 49","Suffocation","2023","Kentucky","12**","270,232","4.44**","--","222"
"45 to 49","Suffocation","2023","Louisiana","13**","259,992","5.00**","--","230"
