"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Struck by / against","80 to 84","Alabama","2019","--","101,107","--","--","--"
"Struck by / against","80 to 84","Alabama","2018","--","98,221","--","--","--"
"Struck by / against","80 to 84","Arizona","2023","--","183,756","--","--","--"
"Struck by / against","80 to 84","Arizona","2022","--","170,582","--","--","--"
"Struck by / against","80 to 84","Arizona","2021","--","162,847","--","--","--"
"Struck by / against","80 to 84","Arizona","2020","--","156,387","--","--","--"
"Struck by / against","80 to 84","Arizona","2019","--","159,618","--","--","--"
"Struck by / against","80 to 84","Arkansas","2023","--","66,885","--","--","--"
"Struck by / against","80 to 84","Arkansas","2022","--","63,522","--","--","--"
"Struck by / against","80 to 84","Arkansas","2021","--","61,716","--","--","--"
"Struck by / against","80 to 84","Arkansas","2019","--","63,036","--","--","--"
"Struck by / against","80 to 84","Arkansas","2018","--","61,264","--","--","--"
"Struck by / against","80 to 84","California","2023","--","744,037","--","--","--"
"Struck by / against","80 to 84","California","2022","--","704,694","--","--","--"
"Struck by / against","80 to 84","California","2021","--","679,956","--","--","--"
"Struck by / against","80 to 84","California","2020","--","665,837","--","--","--"
"Struck by / against","80 to 84","California","2019","--","682,562","--","--","--"
"Struck by / against","80 to 84","California","2018","--","663,417","--","--","--"
"Struck by / against","80 to 84","Colorado","2023","--","101,799","--","--","--"
"Struck by / against","80 to 84","Colorado","2018","--","85,075","--","--","--"
"Struck by / against","80 to 84","Connecticut","2021","--","73,410","--","--","--"
"Struck by / against","80 to 84","Connecticut","2020","--","71,111","--","--","--"
"Struck by / against","80 to 84","Connecticut","2018","--","72,308","--","--","--"
"Struck by / against","80 to 84","Delaware","2019","--","21,253","--","--","--"
"Struck by / against","80 to 84","District of Columbia","2022","--","10,088","--","--","--"
"Struck by / against","80 to 84","Florida","2023","--","654,839","--","--","--"
"Struck by / against","80 to 84","Florida","2022","--","612,488","--","--","--"
"Struck by / against","80 to 84","Florida","2021","13**","586,995","2.22**","--","0"
"Struck by / against","80 to 84","Florida","2020","--","568,003","--","--","--"
"Struck by / against","80 to 84","Florida","2019","--","580,970","--","--","--"
"Struck by / against","80 to 84","Florida","2018","--","556,797","--","--","--"
"Struck by / against","80 to 84","Georgia","2023","--","192,567","--","--","--"
"Struck by / against","80 to 84","Georgia","2022","--","178,560","--","--","--"
"Struck by / against","80 to 84","Georgia","2021","--","169,726","--","--","--"
"Struck by / against","80 to 84","Georgia","2020","--","164,272","--","--","--"
"Struck by / against","80 to 84","Georgia","2019","--","166,640","--","--","--"
"Struck by / against","80 to 84","Hawaii","2018","--","28,762","--","--","--"
"Struck by / against","80 to 84","Idaho","2022","--","36,212","--","--","--"
"Struck by / against","80 to 84","Idaho","2020","--","32,786","--","--","--"
"Struck by / against","80 to 84","Illinois","2023","--","258,916","--","--","--"
"Struck by / against","80 to 84","Illinois","2021","--","237,180","--","--","--"
"Struck by / against","80 to 84","Illinois","2019","--","241,394","--","--","--"
"Struck by / against","80 to 84","Illinois","2018","--","235,326","--","--","--"
"Struck by / against","80 to 84","Indiana","2023","--","136,074","--","--","--"
"Struck by / against","80 to 84","Indiana","2022","--","128,708","--","--","--"
"Struck by / against","80 to 84","Indiana","2019","--","125,903","--","--","--"
"Struck by / against","80 to 84","Iowa","2022","--","66,966","--","--","--"
"Struck by / against","80 to 84","Iowa","2021","--","66,049","--","--","--"
"Struck by / against","80 to 84","Iowa","2020","--","65,903","--","--","--"
"Struck by / against","80 to 84","Kansas","2023","--","58,589","--","--","--"
"Struck by / against","80 to 84","Kansas","2022","--","55,594","--","--","--"
"Struck by / against","80 to 84","Kansas","2020","--","53,749","--","--","--"
"Struck by / against","80 to 84","Kentucky","2023","--","92,064","--","--","--"
"Struck by / against","80 to 84","Kentucky","2020","--","83,831","--","--","--"
"Struck by / against","80 to 84","Kentucky","2018","--","83,565","--","--","--"
"Struck by / against","80 to 84","Louisiana","2023","--","89,585","--","--","--"
"Struck by / against","80 to 84","Louisiana","2021","--","82,994","--","--","--"
"Struck by / against","80 to 84","Louisiana","2019","--","85,506","--","--","--"
"Struck by / against","80 to 84","Maine","2022","--","34,037","--","--","--"
"Struck by / against","80 to 84","Maine","2021","--","32,574","--","--","--"
"Struck by / against","80 to 84","Maine","2019","--","32,090","--","--","--"
"Struck by / against","80 to 84","Maine","2018","--","31,458","--","--","--"
"Struck by / against","80 to 84","Maryland","2023","--","125,789","--","--","--"
"Struck by / against","80 to 84","Maryland","2022","--","117,273","--","--","--"
"Struck by / against","80 to 84","Maryland","2021","--","111,347","--","--","--"
"Struck by / against","80 to 84","Maryland","2020","--","107,234","--","--","--"
"Struck by / against","80 to 84","Maryland","2018","--","104,773","--","--","--"
"Struck by / against","80 to 84","Massachusetts","2023","--","150,665","--","--","--"
"Struck by / against","80 to 84","Massachusetts","2022","--","140,301","--","--","--"
"Struck by / against","80 to 84","Massachusetts","2021","--","133,708","--","--","--"
"Struck by / against","80 to 84","Massachusetts","2018","--","131,831","--","--","--"
"Struck by / against","80 to 84","Michigan","2023","--","222,538","--","--","--"
"Struck by / against","80 to 84","Michigan","2022","--","207,969","--","--","--"
"Struck by / against","80 to 84","Michigan","2020","--","194,638","--","--","--"
"Struck by / against","80 to 84","Michigan","2018","--","195,083","--","--","--"
"Struck by / against","80 to 84","Minnesota","2021","--","107,779","--","--","--"
"Struck by / against","80 to 84","Minnesota","2019","--","107,516","--","--","--"
"Struck by / against","80 to 84","Mississippi","2022","--","57,174","--","--","--"
"Struck by / against","80 to 84","Mississippi","2020","--","55,773","--","--","--"
"Struck by / against","80 to 84","Missouri","2021","--","123,098","--","--","--"
"Struck by / against","80 to 84","Missouri","2020","--","121,137","--","--","--"
"Struck by / against","80 to 84","Missouri","2019","--","126,297","--","--","--"
"Struck by / against","80 to 84","Missouri","2018","--","123,255","--","--","--"
"Struck by / against","80 to 84","Montana","2023","--","25,918","--","--","--"
"Struck by / against","80 to 84","Montana","2022","--","24,218","--","--","--"
"Struck by / against","80 to 84","Nebraska","2023","--","38,631","--","--","--"
"Struck by / against","80 to 84","Nebraska","2020","--","36,120","--","--","--"
"Struck by / against","80 to 84","Nebraska","2019","--","37,418","--","--","--"
"Struck by / against","80 to 84","Nevada","2022","--","60,135","--","--","--"
"Struck by / against","80 to 84","Nevada","2020","--","54,877","--","--","--"
"Struck by / against","80 to 84","New Hampshire","2023","--","32,151","--","--","--"
"Struck by / against","80 to 84","New Hampshire","2022","--","29,631","--","--","--"
"Struck by / against","80 to 84","New Jersey","2023","--","198,619","--","--","--"
"Struck by / against","80 to 84","New Jersey","2022","--","186,094","--","--","--"
"Struck by / against","80 to 84","New Jersey","2020","--","174,830","--","--","--"
"Struck by / against","80 to 84","New York","2023","--","437,516","--","--","--"
"Struck by / against","80 to 84","New York","2022","--","415,111","--","--","--"
"Struck by / against","80 to 84","New York","2020","--","392,452","--","--","--"
"Struck by / against","80 to 84","New York","2018","--","390,448","--","--","--"
"Struck by / against","80 to 84","North Carolina","2023","--","220,186","--","--","--"
"Struck by / against","80 to 84","North Carolina","2022","--","204,257","--","--","--"
"Struck by / against","80 to 84","North Carolina","2021","--","194,331","--","--","--"
"Struck by / against","80 to 84","North Carolina","2020","--","189,845","--","--","--"
"Struck by / against","80 to 84","North Carolina","2018","--","192,352","--","--","--"
"Struck by / against","80 to 84","North Dakota","2022","--","14,305","--","--","--"
"Struck by / against","80 to 84","Ohio","2023","--","255,323","--","--","--"
"Struck by / against","80 to 84","Ohio","2021","--","236,574","--","--","--"
"Struck by / against","80 to 84","Ohio","2020","--","234,118","--","--","--"
"Struck by / against","80 to 84","Ohio","2019","--","242,655","--","--","--"
"Struck by / against","80 to 84","Ohio","2018","--","237,239","--","--","--"
"Struck by / against","80 to 84","Oklahoma","2020","--","73,061","--","--","--"
"Struck by / against","80 to 84","Oregon","2023","--","95,507","--","--","--"
"Struck by / against","80 to 84","Oregon","2019","--","81,616","--","--","--"
"Struck by / against","80 to 84","Pennsylvania","2023","--","308,043","--","--","--"
"Struck by / against","80 to 84","Pennsylvania","2022","--","291,026","--","--","--"
"Struck by / against","80 to 84","Pennsylvania","2020","--","278,756","--","--","--"
"Struck by / against","80 to 84","Pennsylvania","2019","--","288,025","--","--","--"
"Struck by / against","80 to 84","Pennsylvania","2018","--","282,783","--","--","--"
"Struck by / against","80 to 84","Rhode Island","2023","--","24,382","--","--","--"
"Struck by / against","80 to 84","South Carolina","2022","--","109,006","--","--","--"
"Struck by / against","80 to 84","South Carolina","2021","--","102,979","--","--","--"
"Struck by / against","80 to 84","South Dakota","2020","--","16,340","--","--","--"
"Struck by / against","80 to 84","Tennessee","2023","--","143,619","--","--","--"
"Struck by / against","80 to 84","Tennessee","2022","--","134,631","--","--","--"
"Struck by / against","80 to 84","Tennessee","2018","--","126,093","--","--","--"
"Struck by / against","80 to 84","Texas","2023","--","469,414","--","--","--"
"Struck by / against","80 to 84","Texas","2022","--","438,901","--","--","--"
"Struck by / against","80 to 84","Texas","2021","--","420,439","--","--","--"
"Struck by / against","80 to 84","Texas","2019","--","419,389","--","--","--"
"Struck by / against","80 to 84","Texas","2018","--","407,413","--","--","--"
"Struck by / against","80 to 84","Virginia","2022","--","165,850","--","--","--"
"Struck by / against","80 to 84","Virginia","2021","--","158,270","--","--","--"
"Struck by / against","80 to 84","Virginia","2019","--","155,293","--","--","--"
"Struck by / against","80 to 84","Virginia","2018","--","149,573","--","--","--"
"Struck by / against","80 to 84","Washington","2022","--","139,308","--","--","--"
"Struck by / against","80 to 84","Washington","2021","--","132,289","--","--","--"
"Struck by / against","80 to 84","Washington","2019","--","128,599","--","--","--"
"Struck by / against","80 to 84","Washington","2018","--","123,720","--","--","--"
"Struck by / against","80 to 84","West Virginia","2022","--","42,799","--","--","--"
"Struck by / against","80 to 84","West Virginia","2021","--","42,350","--","--","--"
"Struck by / against","80 to 84","West Virginia","2020","--","41,906","--","--","--"
"Struck by / against","80 to 84","Wisconsin","2022","--","120,376","--","--","--"
"Struck by / against","80 to 84","Wisconsin","2021","--","116,716","--","--","--"
"Struck by / against","80 to 84","Wisconsin","2020","--","115,299","--","--","--"
"Struck by / against","80 to 84","Wisconsin","2019","--","118,388","--","--","--"
"Struck by / against","80 to 84","Wisconsin","2018","--","115,182","--","--","--"
"Struck by / against","85+","Alabama","2021","--","86,160","--","--","--"
"Struck by / against","85+","Alabama","2020","--","86,372","--","--","--"
"Struck by / against","85+","Alabama","2019","--","92,027","--","--","--"
"Struck by / against","85+","Alaska","2021","--","6,787","--","--","--"
"Struck by / against","85+","Arizona","2023","--","149,125","--","--","--"
"Struck by / against","85+","Arizona","2022","--","142,417","--","--","--"
"Struck by / against","85+","Arizona","2021","--","139,469","--","--","--"
"Struck by / against","85+","Arizona","2020","--","136,818","--","--","--"
"Struck by / against","85+","Arkansas","2020","--","55,098","--","--","--"
"Struck by / against","85+","California","2023","--","704,235","--","--","--"
"Struck by / against","85+","California","2022","--","690,049","--","--","--"
"Struck by / against","85+","California","2021","--","684,500","--","--","--"
"Struck by / against","85+","California","2020","--","687,795","--","--","--"
"Struck by / against","85+","California","2019","--","749,009","--","--","--"
"Struck by / against","85+","California","2018","--","738,024","--","--","--"
"Struck by / against","85+","Colorado","2023","--","86,283","--","--","--"
"Struck by / against","85+","Colorado","2022","--","83,915","--","--","--"
"Struck by / against","85+","Colorado","2020","--","83,169","--","--","--"
"Struck by / against","85+","Connecticut","2018","--","91,204","--","--","--"
"Struck by / against","85+","Florida","2023","--","582,949","--","--","--"
"Struck by / against","85+","Florida","2022","--","562,937","--","--","--"
"Struck by / against","85+","Florida","2021","--","555,602","--","--","--"
"Struck by / against","85+","Florida","2020","--","546,782","--","--","--"
"Struck by / against","85+","Florida","2019","--","585,172","--","--","--"
"Struck by / against","85+","Florida","2018","--","573,121","--","--","--"
"Struck by / against","85+","Georgia","2023","--","151,403","--","--","--"
"Struck by / against","85+","Georgia","2022","--","144,959","--","--","--"
"Struck by / against","85+","Georgia","2019","--","151,351","--","--","--"
"Struck by / against","85+","Hawaii","2021","--","40,614","--","--","--"
"Struck by / against","85+","Idaho","2020","--","28,973","--","--","--"
"Struck by / against","85+","Idaho","2019","--","29,621","--","--","--"
"Struck by / against","85+","Illinois","2023","--","242,611","--","--","--"
"Struck by / against","85+","Illinois","2022","--","238,659","--","--","--"
"Struck by / against","85+","Illinois","2020","--","241,398","--","--","--"
"Struck by / against","85+","Illinois","2019","--","266,484","--","--","--"
"Struck by / against","85+","Illinois","2018","--","265,725","--","--","--"
"Struck by / against","85+","Indiana","2023","--","120,843","--","--","--"
"Struck by / against","85+","Indiana","2022","--","118,555","--","--","--"
"Struck by / against","85+","Indiana","2021","--","118,921","--","--","--"
"Struck by / against","85+","Indiana","2020","--","120,115","--","--","--"
"Struck by / against","85+","Iowa","2023","--","71,485","--","--","--"
"Struck by / against","85+","Iowa","2021","--","72,040","--","--","--"
"Struck by / against","85+","Iowa","2020","--","73,006","--","--","--"
"Struck by / against","85+","Kansas","2023","--","57,542","--","--","--"
"Struck by / against","85+","Kansas","2021","--","58,050","--","--","--"
"Struck by / against","85+","Kansas","2020","--","59,221","--","--","--"
"Struck by / against","85+","Kansas","2018","--","65,433","--","--","--"
"Struck by / against","85+","Kentucky","2023","--","75,875","--","--","--"
"Struck by / against","85+","Louisiana","2022","--","73,235","--","--","--"
"Struck by / against","85+","Louisiana","2020","--","73,785","--","--","--"
"Struck by / against","85+","Louisiana","2018","--","81,169","--","--","--"
"Struck by / against","85+","Maine","2023","--","31,699","--","--","--"
"Struck by / against","85+","Maine","2018","--","33,699","--","--","--"
"Struck by / against","85+","Maryland","2021","--","109,727","--","--","--"
"Struck by / against","85+","Maryland","2020","--","109,660","--","--","--"
"Struck by / against","85+","Maryland","2019","--","119,141","--","--","--"
"Struck by / against","85+","Massachusetts","2023","--","142,409","--","--","--"
"Struck by / against","85+","Massachusetts","2022","--","141,076","--","--","--"
"Struck by / against","85+","Massachusetts","2021","--","140,530","--","--","--"
"Struck by / against","85+","Massachusetts","2019","--","158,509","--","--","--"
"Struck by / against","85+","Michigan","2023","--","187,974","--","--","--"
"Struck by / against","85+","Michigan","2022","--","185,849","--","--","--"
"Struck by / against","85+","Michigan","2021","--","188,445","--","--","--"
"Struck by / against","85+","Michigan","2020","--","191,095","--","--","--"
"Struck by / against","85+","Michigan","2019","--","211,557","--","--","--"
"Struck by / against","85+","Michigan","2018","--","211,880","--","--","--"
"Struck by / against","85+","Minnesota","2021","--","113,943","--","--","--"
"Struck by / against","85+","Minnesota","2020","--","113,678","--","--","--"
"Struck by / against","85+","Minnesota","2019","--","122,175","--","--","--"
"Struck by / against","85+","Mississippi","2022","--","48,979","--","--","--"
"Struck by / against","85+","Mississippi","2020","--","48,986","--","--","--"
"Struck by / against","85+","Mississippi","2019","--","52,409","--","--","--"
"Struck by / against","85+","Missouri","2023","--","120,224","--","--","--"
"Struck by / against","85+","Missouri","2022","--","118,107","--","--","--"
"Struck by / against","85+","Missouri","2018","--","132,369","--","--","--"
"Struck by / against","85+","Nebraska","2023","--","37,762","--","--","--"
"Struck by / against","85+","Nebraska","2019","--","42,889","--","--","--"
"Struck by / against","85+","Nevada","2021","--","43,155","--","--","--"
"Struck by / against","85+","New Hampshire","2023","--","28,859","--","--","--"
"Struck by / against","85+","New Hampshire","2022","--","28,436","--","--","--"
"Struck by / against","85+","New Hampshire","2021","--","28,314","--","--","--"
"Struck by / against","85+","New Hampshire","2019","--","30,308","--","--","--"
"Struck by / against","85+","New Jersey","2023","--","186,705","--","--","--"
"Struck by / against","85+","New Jersey","2022","--","183,762","--","--","--"
"Struck by / against","85+","New Jersey","2021","--","183,611","--","--","--"
"Struck by / against","85+","New Mexico","2019","--","41,392","--","--","--"
"Struck by / against","85+","New York","2023","--","432,647","--","--","--"
"Struck by / against","85+","New York","2022","--","424,077","--","--","--"
"Struck by / against","85+","New York","2021","--","421,592","--","--","--"
"Struck by / against","85+","New York","2020","--","419,270","--","--","--"
"Struck by / against","85+","New York","2019","--","460,326","--","--","--"
"Struck by / against","85+","New York","2018","--","458,375","--","--","--"
"Struck by / against","85+","North Carolina","2023","--","177,642","--","--","--"
"Struck by / against","85+","North Carolina","2022","--","173,097","--","--","--"
"Struck by / against","85+","North Carolina","2021","--","171,769","--","--","--"
"Struck by / against","85+","North Carolina","2020","--","172,387","--","--","--"
"Struck by / against","85+","North Carolina","2018","--","185,920","--","--","--"
"Struck by / against","85+","North Dakota","2022","--","17,367","--","--","--"
"Struck by / against","85+","Ohio","2023","--","226,548","--","--","--"
"Struck by / against","85+","Ohio","2022","--","223,995","--","--","--"
"Struck by / against","85+","Ohio","2021","--","227,226","--","--","--"
"Struck by / against","85+","Ohio","2020","--","231,848","--","--","--"
"Struck by / against","85+","Ohio","2018","--","255,079","--","--","--"
"Struck by / against","85+","Oklahoma","2022","--","65,839","--","--","--"
"Struck by / against","85+","Oklahoma","2019","--","74,223","--","--","--"
"Struck by / against","85+","Oregon","2022","--","76,494","--","--","--"
"Struck by / against","85+","Oregon","2021","--","77,365","--","--","--"
"Struck by / against","85+","Oregon","2020","--","77,402","--","--","--"
"Struck by / against","85+","Oregon","2019","--","84,491","--","--","--"
"Struck by / against","85+","Pennsylvania","2023","--","292,493","--","--","--"
"Struck by / against","85+","Pennsylvania","2022","--","290,669","--","--","--"
"Struck by / against","85+","Pennsylvania","2021","--","294,980","--","--","--"
"Struck by / against","85+","Pennsylvania","2020","--","300,596","--","--","--"
"Struck by / against","85+","Pennsylvania","2018","--","333,869","--","--","--"
"Struck by / against","85+","South Carolina","2022","--","86,153","--","--","--"
"Struck by / against","85+","South Carolina","2021","--","84,640","--","--","--"
"Struck by / against","85+","South Carolina","2019","--","91,539","--","--","--"
"Struck by / against","85+","South Dakota","2019","--","20,902","--","--","--"
"Struck by / against","85+","South Dakota","2018","--","20,928","--","--","--"
"Struck by / against","85+","Tennessee","2020","--","111,162","--","--","--"
"Struck by / against","85+","Tennessee","2019","--","121,987","--","--","--"
"Struck by / against","85+","Texas","2023","--","391,765","--","--","--"
"Struck by / against","85+","Texas","2022","--","379,504","--","--","--"
"Struck by / against","85+","Texas","2021","--","374,059","--","--","--"
"Struck by / against","85+","Texas","2019","--","405,114","--","--","--"
"Struck by / against","85+","Texas","2018","--","399,154","--","--","--"
"Struck by / against","85+","Utah","2018","--","37,508","--","--","--"
"Struck by / against","85+","Virginia","2023","--","149,617","--","--","--"
"Struck by / against","85+","Virginia","2021","--","144,104","--","--","--"
"Struck by / against","85+","Washington","2023","--","127,142","--","--","--"
"Struck by / against","85+","Washington","2022","--","125,247","--","--","--"
"Struck by / against","85+","Washington","2020","--","124,031","--","--","--"
"Struck by / against","85+","Washington","2019","--","134,142","--","--","--"
"Struck by / against","85+","Washington","2018","--","132,955","--","--","--"
"Struck by / against","85+","West Virginia","2023","--","37,025","--","--","--"
"Struck by / against","85+","West Virginia","2019","--","40,592","--","--","--"
"Struck by / against","85+","West Virginia","2018","--","40,766","--","--","--"
"Struck by / against","85+","Wisconsin","2023","--","114,033","--","--","--"
"Struck by / against","85+","Wisconsin","2022","--","113,225","--","--","--"
"Struck by / against","85+","Wisconsin","2021","--","114,956","--","--","--"
"Struck by / against","85+","Wisconsin","2020","--","117,541","--","--","--"
"Struck by / against","85+","Wisconsin","2019","--","126,864","--","--","--"
"Struck by / against","85+","Wisconsin","2018","--","127,574","--","--","--"
"Struck by / against","85+","Wyoming","2018","--","10,988","--","--","--"
"Suffocation","0 to 4","Alabama","2023","17**","293,105","5.80**","--","1,097"
"Suffocation","0 to 4","Alabama","2022","23","293,051","7.85","--","1,487"
"Suffocation","0 to 4","Alabama","2021","14**","294,169","4.76**","--","900"
"Suffocation","0 to 4","Alabama","2020","22","297,321","7.40","--","1,427"
"Suffocation","0 to 4","Alabama","2019","19**","294,274","6.46**","--","1,230"
"Suffocation","0 to 4","Alabama","2018","12**","295,520","4.06**","--","776"
"Suffocation","0 to 4","Alaska","2023","--","45,857","--","--","--"
"Suffocation","0 to 4","Alaska","2022","--","46,702","--","--","--"
"Suffocation","0 to 4","Alaska","2021","--","48,058","--","--","--"
"Suffocation","0 to 4","Alaska","2020","--","49,201","--","--","--"
"Suffocation","0 to 4","Alaska","2019","--","51,182","--","--","--"
"Suffocation","0 to 4","Alaska","2018","--","52,694","--","--","--"
"Suffocation","0 to 4","Arizona","2023","15**","393,531","3.81**","--","972"
"Suffocation","0 to 4","Arizona","2022","26","396,008","6.57","--","1,684"
"Suffocation","0 to 4","Arizona","2021","26","397,384","6.54","--","1,688"
"Suffocation","0 to 4","Arizona","2020","16**","403,496","3.97**","--","1,034"
"Suffocation","0 to 4","Arizona","2019","20**","429,110","4.66**","--","1,294"
"Suffocation","0 to 4","Arizona","2018","15**","432,285","3.47**","--","969"
"Suffocation","0 to 4","Arkansas","2023","16**","180,834","8.85**","--","1,030"
"Suffocation","0 to 4","Arkansas","2022","15**","181,797","8.25**","--","972"
"Suffocation","0 to 4","Arkansas","2021","--","181,967","--","--","--"
"Suffocation","0 to 4","Arkansas","2020","--","184,478","--","--","--"
"Suffocation","0 to 4","Arkansas","2019","--","188,719","--","--","--"
"Suffocation","0 to 4","Arkansas","2018","--","190,511","--","--","--"
"Suffocation","0 to 4","California","2023","42","2,097,790","2.00","--","2,719"
"Suffocation","0 to 4","California","2022","46","2,139,291","2.15","--","2,978"
"Suffocation","0 to 4","California","2021","31","2,199,434","1.41","--","2,010"
"Suffocation","0 to 4","California","2020","47","2,290,912","2.05","--","3,037"
"Suffocation","0 to 4","California","2019","59","2,370,570","2.49","--","3,817"
"Suffocation","0 to 4","California","2018","48","2,425,103","1.98","--","3,106"
"Suffocation","0 to 4","Colorado","2023","27","308,959","8.74","--","1,751"
"Suffocation","0 to 4","Colorado","2022","19**","310,417","6.12**","--","1,234"
"Suffocation","0 to 4","Colorado","2021","23","314,631","7.31","--","1,495"
"Suffocation","0 to 4","Colorado","2020","18**","320,824","5.61**","--","1,169"
"Suffocation","0 to 4","Colorado","2019","34","329,225","10.33","--","2,209"
"Suffocation","0 to 4","Colorado","2018","17**","333,970","5.09**","--","1,104"
"Suffocation","0 to 4","Connecticut","2023","--","180,673","--","--","--"
"Suffocation","0 to 4","Connecticut","2022","--","180,904","--","--","--"
"Suffocation","0 to 4","Connecticut","2021","--","179,886","--","--","--"
"Suffocation","0 to 4","Connecticut","2020","--","180,915","--","--","--"
"Suffocation","0 to 4","Connecticut","2019","--","181,785","--","--","--"
"Suffocation","0 to 4","Connecticut","2018","--","183,232","--","--","--"
"Suffocation","0 to 4","Delaware","2023","--","54,471","--","--","--"
"Suffocation","0 to 4","Delaware","2022","--","54,362","--","--","--"
"Suffocation","0 to 4","Delaware","2021","--","53,913","--","--","--"
"Suffocation","0 to 4","Delaware","2020","--","54,811","--","--","--"
"Suffocation","0 to 4","Delaware","2019","--","54,851","--","--","--"
"Suffocation","0 to 4","Delaware","2018","--","55,064","--","--","--"
"Suffocation","0 to 4","District of Columbia","2023","11**","38,586","28.51**","--","713"
"Suffocation","0 to 4","District of Columbia","2022","--","39,657","--","--","--"
"Suffocation","0 to 4","District of Columbia","2021","--","40,452","--","--","--"
"Suffocation","0 to 4","District of Columbia","2020","--","42,499","--","--","--"
"Suffocation","0 to 4","District of Columbia","2019","--","45,015","--","--","--"
"Suffocation","0 to 4","District of Columbia","2018","--","45,114","--","--","--"
"Suffocation","0 to 4","Florida","2023","102","1,124,756","9.07","--","6,612"
"Suffocation","0 to 4","Florida","2022","104","1,115,327","9.33","--","6,749"
"Suffocation","0 to 4","Florida","2021","95","1,100,202","8.64","--","6,170"
"Suffocation","0 to 4","Florida","2020","79","1,116,901","7.07","--","5,125"
"Suffocation","0 to 4","Florida","2019","81","1,140,140","7.10","--","5,250"
"Suffocation","0 to 4","Florida","2018","93","1,144,020","8.13","--","6,029"
"Suffocation","0 to 4","Georgia","2023","35","635,832","5.51","--","2,268"
"Suffocation","0 to 4","Georgia","2022","51","636,194","8.02","--","3,307"
"Suffocation","0 to 4","Georgia","2021","40","636,112","6.29","--","2,595"
"Suffocation","0 to 4","Georgia","2020","42","646,326","6.50","--","2,725"
"Suffocation","0 to 4","Georgia","2019","38","654,756","5.80","--","2,459"
"Suffocation","0 to 4","Georgia","2018","41","658,501","6.23","--","2,648"
"Suffocation","0 to 4","Hawaii","2023","--","77,650","--","--","--"
"Suffocation","0 to 4","Hawaii","2022","--","79,542","--","--","--"
"Suffocation","0 to 4","Hawaii","2021","--","81,661","--","--","--"
"Suffocation","0 to 4","Hawaii","2020","--","84,963","--","--","--"
"Suffocation","0 to 4","Hawaii","2019","--","86,220","--","--","--"
"Suffocation","0 to 4","Hawaii","2018","--","88,735","--","--","--"
"Suffocation","0 to 4","Idaho","2023","--","113,383","--","--","--"
"Suffocation","0 to 4","Idaho","2022","11**","113,857","9.66**","--","713"
"Suffocation","0 to 4","Idaho","2021","--","113,916","--","--","--"
"Suffocation","0 to 4","Idaho","2020","--","113,542","--","--","--"
"Suffocation","0 to 4","Idaho","2019","--","115,266","--","--","--"
"Suffocation","0 to 4","Idaho","2018","--","115,485","--","--","--"
"Suffocation","0 to 4","Illinois","2023","39","664,874","5.87","--","2,534"
"Suffocation","0 to 4","Illinois","2022","51","683,603","7.46","--","3,306"
"Suffocation","0 to 4","Illinois","2021","45","706,874","6.37","--","2,915"
"Suffocation","0 to 4","Illinois","2020","47","735,367","6.39","--","3,045"
"Suffocation","0 to 4","Illinois","2019","59","745,655","7.91","--","3,824"
"Suffocation","0 to 4","Illinois","2018","61","759,748","8.03","--","3,961"
"Suffocation","0 to 4","Indiana","2023","39","405,723","9.61","--","2,530"
"Suffocation","0 to 4","Indiana","2022","43","408,556","10.53","--","2,786"
"Suffocation","0 to 4","Indiana","2021","42","410,491","10.23","--","2,718"
"Suffocation","0 to 4","Indiana","2020","44","416,803","10.56","--","2,856"
"Suffocation","0 to 4","Indiana","2019","46","419,270","10.97","--","2,983"
"Suffocation","0 to 4","Indiana","2018","36","420,605","8.56","--","2,334"
"Suffocation","0 to 4","Iowa","2023","--","186,039","--","--","--"
"Suffocation","0 to 4","Iowa","2022","--","187,474","--","--","--"
"Suffocation","0 to 4","Iowa","2021","--","189,255","--","--","--"
"Suffocation","0 to 4","Iowa","2020","--","193,272","--","--","--"
"Suffocation","0 to 4","Iowa","2019","13**","195,700","6.64**","--","843"
"Suffocation","0 to 4","Iowa","2018","--","197,771","--","--","--"
"Suffocation","0 to 4","Kansas","2023","20**","174,988","11.43**","--","1,299"
"Suffocation","0 to 4","Kansas","2022","14**","176,405","7.94**","--","909"
"Suffocation","0 to 4","Kansas","2021","19**","179,164","10.61**","--","1,231"
"Suffocation","0 to 4","Kansas","2020","19**","183,686","10.34**","--","1,235"
"Suffocation","0 to 4","Kansas","2019","17**","186,044","9.14**","--","1,100"
"Suffocation","0 to 4","Kansas","2018","14**","189,101","7.40**","--","907"
"Suffocation","0 to 4","Kentucky","2023","21","263,862","7.96","--","1,364"
"Suffocation","0 to 4","Kentucky","2022","20**","265,074","7.55**","--","1,298"
"Suffocation","0 to 4","Kentucky","2021","20**","267,377","7.48**","--","1,297"
"Suffocation","0 to 4","Kentucky","2020","28","271,512","10.31","--","1,816"
"Suffocation","0 to 4","Kentucky","2019","17**","272,855","6.23**","--","1,101"
"Suffocation","0 to 4","Kentucky","2018","12**","275,516","4.36**","--","779"
"Suffocation","0 to 4","Louisiana","2023","56","279,427","20.04","--","3,632"
"Suffocation","0 to 4","Louisiana","2022","59","282,496","20.89","--","3,825"
"Suffocation","0 to 4","Louisiana","2021","64","288,995","22.15","--","4,157"
